Intercept,VSS,VES,VCV
0.0839229020728716,0.0132992648124016,-0.070933884546113,0.166697073151206
0.0784816096744265,0.0186022964478403,-0.0813964421823342,0.16708014042061
0.0806855435894755,0.0142760841429207,-0.0750803318244666,0.165939375739669
0.0719671190903783,0.0177729808499181,-0.0910322434089006,0.156409808556259
0.0748362763896642,0.0209371999396038,-0.0911230972002374,0.15643842788281
0.0728916123740491,0.0187647148263104,-0.0879414084527885,0.159930711848454
0.0753064489302323,0.0227398596956854,-0.0913237768953154,0.15970654362165
0.0824370755615292,0.0164120247453229,-0.0727480772507511,0.171309286259366
0.0774741508746982,0.0181216612691979,-0.0848201715147994,0.162326422275073
0.0782298875209729,0.0171299844744485,-0.0808922454271425,0.163869901902733
0.0799136823254459,0.0227398314159654,-0.0869803595080125,0.160689788557892
0.0901424387881285,0.0152637330367221,-0.0681602848182247,0.167364890115662
0.0885116272903759,0.0151757091915387,-0.075996372989984,0.162454838997492
0.0832921670651756,0.0184657552973975,-0.0796954996978282,0.164897394584965
0.0791768086481275,0.0194052891847524,-0.0814756077664397,0.167192650717442
0.0862818245002716,0.0163914277242973,-0.0752668261688052,0.163862524372501
0.0724445591614882,0.0238497408211076,-0.0927466905462801,0.157917520154415
0.0810580077724795,0.0186581670588044,-0.0812607769032962,0.161801758481897
0.073499956327617,0.0195819055888269,-0.0826820779690535,0.16853938071488
0.0767965636650206,0.0242029001584299,-0.0916282550669081,0.158271334492568
0.0786686642827908,0.0206712550675018,-0.08645463820962,0.160253627463386
0.0789075177855458,0.0183536951389094,-0.0803020684718006,0.167566918132187
0.0873854470028365,0.0132559221049052,-0.0638492321032697,0.172784383768168
0.0778887358218647,0.0227485555671391,-0.0903795707039385,0.159943876260618
0.0816153364068369,0.0139497757309641,-0.0716640536944417,0.171393337939753
0.0900051833078347,0.0155721031587006,-0.0684776883623708,0.170323276270199
0.0757064337401347,0.0243726181832363,-0.095287142545694,0.155869371065478
0.0792611756398268,0.0227252203140538,-0.0877321413631501,0.160361040649289
0.078604520252487,0.0195245627997699,-0.0823651056801982,0.165912148258318
0.0805360068631907,0.0219431245972859,-0.0831865323441907,0.163558394989666
0.0770454606733789,0.0199144402925441,-0.0873219235666694,0.157966546045263
0.0717119956564129,0.0197877996237087,-0.0887385107715788,0.164009520040867
0.08857544771005,0.0216805140008099,-0.0836020710264493,0.155799743737769
0.0735599922986534,0.0180513139713793,-0.0863069465888809,0.161229903159368
0.0758623703199077,0.017491926827804,-0.083254771353473,0.161218206941923
0.0788818418402771,0.0122156486388011,-0.0733922273529009,0.163185630187979
0.0730916807318608,0.0220453783863123,-0.0883497810857072,0.161350207625631
0.0834512742627112,0.0139476210972359,-0.073156533517849,0.166733115780948
0.0792470036236681,0.0261458257918698,-0.0924648432116241,0.156592831080921
0.0768758119440143,0.0226511671325148,-0.0917700313061399,0.156019649372708
0.0712528351480854,0.0236877622478237,-0.0948976897937933,0.157667064204595
0.0838382407751892,0.0237164226069203,-0.0871043935356645,0.160766649923818
0.0888103527958576,0.0194644423966232,-0.0774147519208262,0.164328032688416
0.0797587593705446,0.0140014343065507,-0.0792961488678385,0.160364393832005
0.0866273622867897,0.0197172215755598,-0.0796365939669787,0.160892158554303
0.0798426734770967,0.0274457839588948,-0.0952357257639019,0.155110716245622
0.0811007777143998,0.0186545547848707,-0.0823440463343868,0.161293843705201
0.0802002157745045,0.0191107704059896,-0.0810976539900797,0.16323688267629
0.0882569738788203,0.0209831108998941,-0.0807548989178606,0.16092762728881
0.0757096810850617,0.021754402202823,-0.0913016056300967,0.157322091298148
0.0747342792026363,0.0217755203274656,-0.0896395341147759,0.164931713435303
0.0823760948683438,0.0179029065565115,-0.0794013648454904,0.161971995092664
0.0868677616788088,0.0155089427636836,-0.0736837553299878,0.163044698627994
0.0727634678844705,0.0203546479590791,-0.0880718501622118,0.158763905581317
0.0708475887857567,0.0209410512240556,-0.0925414402408928,0.158475492175228
0.0902932934640432,0.0130509397564662,-0.0684913099024245,0.169485010606688
0.0776587602928876,0.0153059937638966,-0.0783970369773898,0.165907238308175
0.0827317887844071,0.0193880938096858,-0.0849861106479547,0.160988418948787
0.0835517950388754,0.0197554824070986,-0.0806694782237548,0.165468463974963
0.081908438933894,0.0205686801753893,-0.0829206871865018,0.163178564890312
0.0800115795673396,0.0145593454211554,-0.0762300286911644,0.166545978514083
0.0850122899702692,0.0107254422377357,-0.0681633184938925,0.169978684011213
0.0699904765031327,0.0220497474563675,-0.0907944361268845,0.168669629134592
0.0782903830871036,0.0186570899276686,-0.0825365357733444,0.159623111728721
0.0817489160932545,0.020083620469315,-0.0818272976708444,0.163655801810983
0.0736647233229204,0.0201966739708992,-0.088936436986129,0.157228178147307
0.0742266394497037,0.0243702107603301,-0.0936962096577161,0.154673065610858
0.0885618880723307,0.0141953775506738,-0.072394115179802,0.164422480206365
0.0803076791110964,0.0227633824006875,-0.0913072859864387,0.157229375358826
0.0767042739565906,0.0205705128108658,-0.0895323948787024,0.157156928689373
0.0770655811572167,0.0249694001894114,-0.0933769825354095,0.158448405668677
0.0796550932643303,0.0196249220824176,-0.0855856402367808,0.16070239048058
0.0789415536974821,0.021145325185925,-0.0899623282679494,0.157683326812533
0.0835242834036544,0.0160013091994627,-0.0739676631831732,0.166385610616053
0.0764423911378569,0.0189269754568683,-0.0875076668351884,0.157918246821274
0.0849579863921839,0.018048556703835,-0.0751371152826107,0.165042839886374
0.0863453486693894,0.0198415073199128,-0.073522595123837,0.168497390898204
0.084874285272076,0.0223996037601858,-0.0842726507341902,0.1579102832395
0.0790330165629456,0.0219344377071287,-0.0869109218809465,0.160418342916494
0.0770201737966799,0.0284429135858283,-0.0994510244708927,0.155473165745468
0.0748567252761225,0.0182412594679256,-0.0890988336475371,0.157615355295246
0.075768393298506,0.0176788105998588,-0.0842033723385509,0.160930287269572
0.078562428484649,0.0179163020495453,-0.07828433086871,0.167101246382997
0.0674196278056161,0.0251458762827677,-0.0992667151417609,0.153111097174525
0.0856614304248959,0.0177568246235107,-0.0792270258708956,0.162299225673203
0.0836218730864058,0.0153974373369439,-0.0758186343672857,0.16155276205471
0.0789727446918074,0.019060252418377,-0.0812375501132743,0.162204939227664
0.0695483252145878,0.0242325701230538,-0.0978457023929103,0.156603112977691
0.0745402409773456,0.0192994260219325,-0.0878575018203719,0.15802728098068
0.0843676973163439,0.00800267839876257,-0.0613952796042052,0.177469632830154
0.089144540496303,0.0191831884678075,-0.0772109394483265,0.159556712127577
0.0785819268169357,0.018977076844688,-0.0837179886296382,0.157176333530756
0.0907999976405003,0.0189495808369776,-0.0713570271742753,0.168692136993984
0.0695434902133973,0.0177477002059652,-0.0851232656679129,0.16272254734469
0.07861723343984,0.0229441970920222,-0.0898889699863618,0.157377409340623
0.0791386690693768,0.0250337174407376,-0.0955083979793365,0.153296914630514
0.0837743317015915,0.0165690500940022,-0.0765896696225436,0.16340632535008
0.0813408539729958,0.0208702617504608,-0.0803076707257847,0.166209692811394
0.0780694075974939,0.0190260512749693,-0.0813346622245833,0.166770473770596
0.0793618205590384,0.0183669088288647,-0.0767249668599065,0.169371787250659
