Intercept,VSS,VES,VCV
0.0674747979467594,-0.10847116555711,-0.129784390823169,-0.129229056481897
0.0825335869635636,-0.117351237422242,-0.112431203079499,-0.131703055021058
0.0807074956891976,-0.11610170393048,-0.112897760389832,-0.124321037031817
0.0912548082725707,-0.115574815467443,-0.105571510646454,-0.124130602591152
0.086625307554275,-0.119724247322916,-0.103196305768172,-0.119531299435083
0.0772427983854606,-0.116538519759576,-0.116470678448971,-0.127048171008128
0.0820078059530173,-0.11446044353121,-0.117961094267493,-0.130352971584498
0.0815207442916754,-0.117683830161729,-0.113444840286335,-0.1297178874251
0.0729765388414342,-0.117084422298763,-0.118143688659947,-0.129069755567163
0.0794429038297604,-0.116147103607436,-0.115743777986279,-0.129837989479506
0.0771858002043577,-0.118896735683957,-0.110940431199197,-0.1265199708371
0.0807844793637895,-0.116616072810791,-0.114323463635372,-0.128000737470238
0.0701712440287231,-0.11295067564835,-0.121929861532693,-0.130947119899733
0.0744241551173665,-0.114375540876734,-0.119272353854071,-0.125480114812796
0.0908356664930079,-0.121348275163956,-0.100494949765415,-0.121331295023763
0.0725199002240077,-0.114028439073249,-0.122669446504327,-0.12722338681916
0.0865931479325528,-0.118046154067594,-0.108011619381937,-0.12408936297459
0.0841665227474522,-0.11685556570568,-0.114202114667319,-0.126942565645562
0.0864390765113792,-0.118915910444466,-0.109895779232661,-0.130462261739689
0.0854699373955162,-0.118082923717623,-0.107610477219582,-0.122223053457712
0.0846693503250516,-0.118283639178313,-0.10939732868887,-0.124409643618701
0.0886790799885329,-0.118262931887533,-0.108067624947875,-0.129021203814609
0.0754639451453034,-0.113296267424095,-0.123520358190324,-0.130609617574171
0.0790785875898349,-0.116098718442849,-0.115459714438332,-0.128232972885832
0.0777485925526659,-0.111518047222433,-0.126394816422029,-0.134435181141239
0.0647831641386167,-0.110680335499137,-0.132484908782787,-0.133072456639918
0.0850212927057893,-0.117741016041388,-0.108283729817772,-0.125369995476398
0.080308671001425,-0.116320053043452,-0.114798843781841,-0.126638048755073
0.0789196138273746,-0.12059079834904,-0.108600449098954,-0.123647820240461
0.0745671670218905,-0.113459022218635,-0.125817947723793,-0.133337690110314
0.0820657348249015,-0.118065970461485,-0.108222444358771,-0.120689337777203
0.0900614868821604,-0.120238158112229,-0.102796296828185,-0.126903922746097
0.0705234634605303,-0.11657452464,-0.119700604948906,-0.125841059437096
0.0879073236283688,-0.11791726318424,-0.110040393821137,-0.127539360779707
0.0901021893908301,-0.11792450606375,-0.10610116387793,-0.123223982162589
0.0786111914114828,-0.112358339243426,-0.120424210659354,-0.128342629780669
0.086421839308979,-0.11853527437277,-0.109561770704494,-0.124432092257045
0.0846915175370756,-0.116381964817302,-0.112898299785699,-0.127163210676431
0.0814193887277819,-0.121623908039269,-0.105357715170873,-0.120995840329977
0.073409778923747,-0.114512130456121,-0.116253852209435,-0.123432968638663
0.0897253532682639,-0.119983099188971,-0.102564418025332,-0.1244196217271
0.0733949927323992,-0.11833299751792,-0.116472729612184,-0.12718542004386
0.0720173550776235,-0.114066287006045,-0.122788453563958,-0.128554236073042
0.0840625668067706,-0.113609719146394,-0.112445351059547,-0.125574216954014
0.0800322193378987,-0.114989128712941,-0.120273938374913,-0.127661514030847
0.0683787226984136,-0.119765379290341,-0.116142242437586,-0.12255007065174
0.0838345256827939,-0.11928330746742,-0.106316610183079,-0.124818352062865
0.0727207926857902,-0.114079396135508,-0.121940964618209,-0.129119709401606
0.0745671152345141,-0.118003028177491,-0.112885646470866,-0.122930342774453
0.0793274941945053,-0.118731473615722,-0.110170790960035,-0.123267439468759
0.0828097925583809,-0.118083862820104,-0.113146209957626,-0.130846826214689
0.0709350922174938,-0.114538729110466,-0.122259508754081,-0.128140312831394
0.0728922848355086,-0.113406327986311,-0.120786536090545,-0.123560011524253
0.0778348127021552,-0.11670663610712,-0.112501087426258,-0.120715969389461
0.0882724176656864,-0.117130968618698,-0.108262336578631,-0.127684099994347
0.0725345012244847,-0.11527898971678,-0.120832867847933,-0.131623905100821
0.084872319649227,-0.117933639003747,-0.109256884116799,-0.128176153812682
